Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16,Channel_17,Channel_18,Channel_19,Channel_20,Channel_21,Channel_22,Channel_23,Channel_24,Channel_25,Channel_26,Channel_27,Channel_28,Channel_29,Channel_30
-932394573.6045598,-894431523.6211369,-621582122.660121,-585696799.7717571,-527399086.8844053,-606440737.4306284,-605030269.1669747,-584247738.4127429,-637424831.5222095,-744107210.6340847,-750950544.5803505,-673412494.6145271,-655370790.4849039,-809602653.4344794,-764600846.4298136,-757337169.3436302,-897343974.8466808,-824056586.4551146,-841714435.8808059,-1286450837.1387713,-814023268.9229131,-541935025.8097641,-906039722.6672734,-650055602.4735353,-473633445.4153937,-930610291.6627669,-963048554.9987804,-644582134.4324108,-752465569.1804321,-977962116.0284402
-928769039.670364,-889530316.2322071,-620448285.2357366,-584769002.8223981,-528203890.3867713,-605372785.6659019,-603441603.2365057,-583077174.8340024,-636118804.4472331,-743664961.5280515,-747902420.6985134,-671809794.6122975,-652447557.2844863,-808827586.6186104,-763344559.6020669,-754518738.337252,-894214383.4073155,-821563530.6493282,-838567842.7659342,-1279906706.4145217,-811070515.2837514,-543037063.6091802,-902307949.0051152,-647431503.6493165,-475072754.3876217,-929524179.0194926,-960402413.8947043,-649408692.0824394,-751836269.2012491,-974035060.3164802
-925033747.9453096,-884536787.0847744,-619230596.9461654,-583762266.7125881,-528922313.81523466,-604224786.5089592,-601777113.3246251,-581830155.2523584,-634727859.3596538,-743110086.9816458,-744766390.4796168,-670118219.7152296,-649451083.5517756,-807941319.5445976,-761981593.883735,-751607517.9127051,-890975827.0728052,-818966502.9622102,-835322742.880963,-1273225060.6056132,-808020887.978376,-544047202.5805386,-898470634.2309139,-644731611.9912772,-476428913.6407319,-928303611.933611,-957634590.9887882,-654097681.6030214,-751099791.9716437,-969996591.5430865
-921173283.2658048,-879436106.7029246,-617918300.78294,-582666221.649778,-529545032.10482985,-602986182.5705241,-600026383.9571445,-580496642.621717,-633241266.8113744,-742430071.5226837,-741529702.1184092,-668326340.4526528,-646370310.3337917,-806930291.156709,-760499180.4445093,-748590667.5102723,-887613430.6971053,-816251820.0004053,-831964920.3078624,-1266385127.9981527,-804860446.5001695,-544955596.6793908,-894512679.0578482,-641944607.5559089,-477693278.29541606,-926933347.3820488,-954729261.958965,-658637734.8459934,-750243615.7385006,-965830243.2074285
-917188510.3377684,-874229321.8323267,-616511449.2176224,-581480864.7995642,-530071658.9011338,-601657048.0960345,-598189595.8047885,-579076803.9612762,-631659262.096543,-741624878.88408,-738192984.6789165,-666434499.116442,-643205912.9718219,-805794495.5291698,-758897464.6556797,-745468836.895123,-884127979.4112399,-813420056.399443,-828495025.8010191,-1259388638.5423555,-801589869.2163103,-545761823.1838008,-890435002.6735404,-639071008.8887792,-478865281.3362692,-925413679.0082289,-951687066.9645025,-663027485.3402789,-749267944.9917535,-961536995.3365028
-913084526.2174944,-868921473.4599082,-615013545.2519073,-580209579.1192085,-530505004.78216577,-600240790.638087,-596270064.6217619,-577573854.6599045,-629985271.1756968,-740698294.7203033,-734760569.3725593,-664446484.5354701,-639961674.5600656,-804537791.4148654,-757180350.806344,-742246439.041486,-880524394.080635,-810475639.4285461,-824917734.0896076,-1252242360.1025271,-798213914.7004913,-546469007.3703612,-886242701.2443659,-636114805.7130829,-479947492.27553314,-923749137.5409261,-948512922.702675,-667269578.6018848,-748176654.8608212,-957122451.3607116
-908878096.268185,-863528396.4889836,-613436415.3233439,-578863522.2130287,-530855477.36814404,-598748843.1095417,-594278953.3406944,-575998684.8047866,-628231126.6318432,-739664275.5234773,-731246111.2324609,-662374831.117295,-636649361.419679,-803175037.4474992,-755362040.467515,-738937345.8104028,-876818862.0542574,-807433563.6680777,-821248234.6407601,-1244968482.2404268,-794747397.5217127,-547088044.2251564,-881952039.983283,-633087979.7284524,-480949471.3553049,-921956776.2634888,-945224153.9728775,-671377178.5661976,-746983764.9049984,-952604199.3602171
-904570038.4495289,-858051025.310181,-611780442.9397303,-577442829.2352903,-531123119.39009523,-597181421.043531,-592216553.6641108,-574351552.5547352,-626397264.2068361,-738523262.2016708,-727650144.3625945,-660219958.9131812,-633269412.2435358,-801706623.3951528,-753443139.2858866,-735542077.3170569,-873012071.2759216,-804294500.3638769,-817487045.8914158,-1237568201.4456284,-791190644.5412042,-547618778.846044,-877563724.7796764,-629990814.2103602,-481871006.8179033,-920037249.8633604,-941821482.8851331,-675349901.1760447,-745689670.180641,-947982794.8185191
-900159677.939156,-852488837.0638041,-610044572.0911608,-575946249.6120365,-531306650.65787846,-595537412.3880715,-590081943.5039073,-572631533.9759158,-624482921.9990712,-737274347.2069662,-723971814.3665429,-657980985.0129309,-629821165.0209428,-800131546.164041,-751422807.6152443,-732059742.2741624,-869103337.7228669,-801057733.1046067,-813633243.5205009,-1230041262.1207845,-787542537.7528988,-548059589.2208139,-873077033.0271931,-626822271.0901777,-482710586.0032918,-917989775.2466714,-938304199.5477183,-679185823.2727405,-744293476.3556857,-943257225.8201445
-895647819.8563426,-846842575.3418732,-608229010.8640779,-574373922.1190664,-531406128.1705272,-593817031.4462069,-587875366.2593522,-570838919.5329167,-622488493.9525061,-735918003.9698672,-720211639.0841305,-655658358.6421778,-626305159.2510664,-798450194.9629327,-749301471.5953379,-728490914.3378962,-865093493.1541322,-797723906.8531511,-809687428.672795,-1222389126.7900593,-783803681.9082514,-548410507.0053672,-868492790.648271,-623582770.5932484,-483468160.70234376,-915815096.7797537,-934673117.5815034,-682884856.996063,-742795757.4568973,-938428351.4895449
-891037716.9814442,-841115249.3797535,-606336227.00177,-572728280.7581279,-531423804.2713002,-592022677.4797664,-585599061.1640308,-568975961.0840644,-620416342.968193,-734456965.4039906,-716372434.0066397,-653254712.5143843,-622723819.3033788,-796665257.9785874,-747081823.1547626,-724838521.2755741,-860985730.7060063,-794295955.9062107,-805652631.3407464,-1214615820.3682814,-779977249.709004,-548674121.5430809,-863814265.7337,-620274991.4310954,-484145930.3073677,-913516389.1828783,-930931465.9966679,-686449681.8443103,-741199315.5464436,-933499813.3777436
-886332752.4220343,-835310093.3971848,-604368920.4369714,-571011894.6289549,-531362059.93715715,-590156875.9494678,-583255427.7890786,-567044995.3157926,-618268984.5461338,-732894080.2215611,-712457150.2161425,-650772787.655671,-619079605.541297,-794779552.5058542,-744766787.7087784,-721105577.2168705,-856783302.5286013,-790776953.1356655,-801531959.2452103,-1206725335.9668963,-776066389.1975337,-548853071.4423538,-859044791.4641792,-616901644.3697926,-484746125.4448697,-911096902.2118322,-927082544.1999683,-689882995.1192802,-739506949.7785796,-928475218.4736694
-881533959.9600751,-829428232.3621095,-602327698.6732088,-569225148.5508687,-531221191.31649214,-588220067.4614577,-580844962.7942119,-565046481.6123757,-616047052.5707601,-731230025.4820918,-708466526.7852842,-648213217.892212,-615373129.339119,-792793698.6190108,-742357193.1209098,-717292826.7831889,-852487142.990545,-787167771.7904181,-797326164.7445984,-1198719088.4947844,-772071681.7592509,-548947500.4549328,-854185313.6952394,-613463243.3026481,-485268800.9107551,-908557531.2354724,-923127302.0827334,-693184770.5142183,-737719263.1394327,-923355382.1104039
-876640626.3708901,-823469113.4106686,-600211508.8375162,-567366801.3049086,-530999939.69635314,-586211130.9132313,-578366714.2865963,-562979507.6086018,-613749746.9449881,-729463854.3079357,-704399671.3357363,-645575099.418251,-611603700.8611146,-790706684.0413404,-739852201.55481,-713399376.7588083,-848096545.2808172,-783467658.2940847,-793034304.4809163,-1190596746.3612723,-767991977.558596,-548955809.5061008,-849235080.229106,-609958762.6938294,-485712491.6053475,-905897483.5644877,-919065001.7329,-696353124.6527015,-735835347.8914165,-918139238.8940254
-871631806.4170952,-817412770.1495763,-598005887.107346,-565423131.5029976,-530685714.2584028,-584115938.1554638,-575806727.7410661,-560830584.77515,-611362471.4876251,-727578468.5744534,-700239584.0995389,-642843052.9254338,-607756593.3384105,-788499794.9228238,-737234247.825286,-709408083.8655038,-843591350.0924151,-779657990.0025209,-788637316.0861568,-1182330003.6578267,-763808817.7981491,-548864968.9793398,-844173791.7508456,-606373415.1737814,-486065700.00514054,-903095590.1859097,-914873913.8670325,-699372172.0916836,-733837977.9978876,-912804806.6747502
-866518789.3828386,-811270344.4111271,-595718237.3272238,-563401177.1567802,-530284438.64216375,-581941688.8000896,-573172248.517811,-558606626.753011,-608892763.6344543,-725582404.7940937,-695995577.8632202,-640025199.7456988,-603839983.7089964,-786182007.548051,-734512122.259272,-705328333.501534,-838982354.5352645,-775748613.556181,-784145439.4066459,-1173934528.435834,-759532311.2362746,-548681226.1991245,-839012581.0952514,-602715471.3992493,-486333687.15172863,-900162361.6513448,-910565279.2260113,-702247989.6086063,-731735751.3114259,-907364177.3287132
-861312390.2833945,-805051952.3595564,-593356453.9789258,-561308466.4371028,-529803252.8856016,-579696013.8163189,-570470649.9003152,-556314859.008418,-606348421.8827391,-723484880.0192647,-691676566.7053156,-637129826.4693278,-599861519.4891682,-783763018.3578426,-731695134.9169924,-701169240.167487,-834280053.613664,-771749278.7356597,-779568547.6486951,-1165424299.3288121,-755172196.346117,-548412172.8148382,-833761994.6654319,-598992861.4386772,-486523091.9654158,-897108905.1106578,-906150268.6534846,-704989751.3188022,-729537875.6636881,-901828780.9495203
-856020295.6825567,-798764848.7941949,-590925883.5252395,-559149910.9427607,-529246835.1183013,-577383991.3315492,-567706924.1997421,-553960185.7649243,-603734845.3790734,-721292334.8031905,-687288677.1873688,-634162599.1634789,-595826457.8465915,-781249676.1833448,-728789899.1920141,-696937050.551838,-829491892.7254424,-767666886.6858374,-774913466.6903685,-1156809549.9401789,-750734977.5124203,-548062545.3315151,-828429446.6042914,-595210806.0525893,-486638063.33402723,-893943198.8217577,-901636885.3443676,-707603481.8502287,-727250746.790544,-896206438.9031821
-850641937.6788158,-792408639.5570836,-588425621.4615879,-556924400.1915681,-528614058.6434482,-575004618.7547783,-564880267.6553836,-551541794.36468,-601051374.0952783,-719004047.1511282,-682831184.1515155,-631122745.9577656,-591734215.940244,-778641131.4325521,-725795746.5200229,-692630991.1759905,-824617279.3935249,-763500861.1885533,-770179400.2256236,-1148090114.9679832,-746219633.6494213,-547630866.7946105,-823014312.1068702,-591368410.028351,-486677277.3543104,-890664617.2670373,-897024546.4423647,-710087485.2753347,-724873577.7611066,-890496230.738514
-845177534.341476,-785983549.9147519,-585855389.6311984,-554631568.0330539,-527904513.35104454,-572557603.2902824,-561990517.9991316,-549059511.9419061,-598297982.7232583,-716620006.6793195,-678304099.3388938,-628010215.8991865,-587584886.3880806,-775937277.5788195,-722712629.0460259,-688251076.9811862,-819656434.627457,-759251352.0068395,-765366385.6009976,-1139266826.6041665,-741626150.493818,-547116589.7466433,-817516809.7718741,-587465582.9683831,-486640217.7790757,-887273373.3804202,-892313506.1280619,-712441114.4364992,-722406414.7730839,-884698320.2721949
-839629852.6727232,-779492120.5721287,-583217218.1376659,-552273438.4472148,-527120085.29470617,-570044940.9310852,-559039569.9787117,-546515230.4689238,-595476678.243712,-714142523.8521978,-673709788.3369287,-624827218.4948064,-583380539.8672955,-773140404.4833122,-719542813.629918,-683799796.6142182,-814612102.7910411,-754920853.7031649,-760477005.9740169,-1130343241.263875,-736957246.4472709,-546521870.2521018,-811939748.082076,-583504577.833058,-486528703.8553916,-883772233.8893747,-887506558.8687713,-714666670.6539642,-719851641.7612491,-878815825.8062484
-834002552.286058,-772937809.2486337,-580514052.1560804,-549852879.4718934,-526263472.1877474,-567469434.5100563,-556030059.7024183,-543911549.3477384,-592590199.3744813,-711574820.7847748,-669051449.4073774,-621576736.1633555,-579123877.3417171,-770253645.0348297,-716289486.1708505,-679280464.0653329,-809487837.8506657,-750512692.8390499,-755514694.4286656,-1121323706.9347544,-732216438.6145626,-545849722.3623093,-806286776.8354709,-579488404.1176876,-486345311.2360462,-880164808.5816057,-882607335.9973384,-716767362.5577654,-717212354.3037413,-872852734.8368837
-828297325.1798499,-766322353.7823507,-577747130.1113261,-547370929.8017323,-525335623.25045836,-564832135.5781722,-552963056.7915512,-541249471.7560918,-589639732.0399944,-708918336.2770375,-664330466.8138851,-618259997.8972194,-574816031.0257542,-767278293.193735,-712954119.2921928,-674694468.2244276,-804285206.7288644,-746028388.8983724,-750480889.8736131,-1112210349.7982974,-727405035.6868621,-545101029.1346906,-800559508.5570897,-575418212.6098559,-486090771.78140825,-876452703.02699,-877617471.3900934,-718744051.8594571,-714489768.0403131,-866810645.8096114
-822513647.4765533,-759645401.2418617,-574915618.1259663,-544826563.9212297,-524335508.7381234,-562132117.6763593,-549837810.4003981,-538528248.2103226,-586624655.7863806,-706172351.133065,-659546163.3388797,-614876281.4729633,-570456456.4661396,-764213569.693885,-709536105.5096121,-670041103.4687215,-799003679.2225425,-741467404.5796671,-745374851.8688215,-1103003005.1591518,-722522074.5753981,-544274411.9366902,-794757356.5355536,-571293162.359112,-485763843.8811267,-872635346.7619048,-872536429.2642633,-720595150.4355996,-711683129.6547952,-860688681.1796598
-816644799.655247,-752900666.9410338,-572014427.2291106,-542214867.8982685,-523258458.0337572,-559364405.7057325,-546649524.5648419,-535743239.5820854,-583540029.4661404,-703331026.9618233,-654692943.50309,-611420375.6467727,-566040392.832595,-761053109.1283768,-706029520.0228585,-665314732.3409154,-793636806.7961653,-736823672.742292,-740190330.311218,-1093693144.2346337,-717561422.3409545,-543364893.2422425,-788873815.546439,-567108287.7905034,-485360083.056723,-868705795.7260739,-867357210.2886996,-722314433.1359937,-708786616.1364902,-854479702.4216752
-810685865.614347,-746083546.071801,-569040222.035794,-539532769.2933204,-522101531.377911,-556525752.8722607,-543394986.2530946,-532891306.4387383,-580382434.4905348,-700390313.2441688,-649766994.0902206,-607888742.2358643,-561564544.3562878,-757792191.823679,-702430079.2638241,-660511529.9135271,-788179825.12058,-732092810.0038608,-734922940.5468509,-1084274049.5574744,-712519022.855335,-542369586.722633,-782904230.9014238,-562860450.193656,-484876853.276272,-864658812.2702692,-862074548.7834183,-723897790.5012716,-705796050.4057608,-848178780.0922364
-804637311.1010507,-739195115.3529814,-565993210.3113614,-536780500.7749073,-520864282.0252144,-553616260.4327137,-540074425.0744106,-529972497.76277226,-577151892.8986032,-697349781.7576643,-644769044.1649026,-604281597.014492,-557029558.734336,-754430028.9260833,-698737564.5307956,-655632186.6269692,-782632990.5362917,-727275008.4503225,-729573188.0255499,-1074746414.412343,-707395544.6712575,-541288156.2685821,-776849262.1583806,-558550519.8973787,-484313587.32502025,-860493659.4232014,-856688264.3660058,-725342762.1535369,-702710845.7637593,-841786629.288028
-798518820.7072612,-732253379.3125829,-562887558.7826945,-533971444.5570805,-519559890.9786391,-550649660.134914,-536701145.6182783,-526999932.9261663,-573862694.398107,-694226762.2907666,-639714902.6736315,-600613909.9008329,-552449007.6990415,-750985225.4352952,-694969362.2546437,-650692845.5805657,-777015511.6059082,-722388161.1528282,-724158902.7211298,-1065136042.9428436,-702208236.3784456,-540134298.0391768,-770727896.2427971,-554192220.5524613,-483682549.8408232,-856231601.1575059,-851219344.1610011,-726667796.451068,-699548355.8604337,-835323698.2678785
-792330140.0255326,-725258231.1350926,-559722672.978598,-531104819.76655036,-518187577.9175888,-547625263.2943089,-533274597.005422,-523973087.05712295,-570514414.3156905,-691020839.0690336,-634604125.2793148,-596885177.4841624,-547822546.3202605,-747457280.073742,-691125126.591981,-645693062.0332521,-771327165.6259878,-717431965.3369014,-718679610.3734851,-1055443057.9063042,-696956405.1787782,-538906916.7066278,-764539815.0728977,-549784934.0169119,-482982740.0720806,-851872360.2121602,-845667545.514319,-727871657.695506,-696308055.8731054,-828789389.3567994
-786071023.5075995,-718209482.7628325,-556497883.7519511,-528179860.11060375,-516746583.9197817,-544542395.3920677,-529794269.8703118,-520891443.4872466,-567106664.5620961,-687731677.4046631,-629436301.5676026,-593094926.1058321,-543149895.1352768,-743845705.2777449,-687204433.0829115,-640632411.0407621,-765567677.1475065,-712406145.885326,-713134896.0272156,-1045667754.3046373,-691639540.9965153,-537605023.3203268,-758284758.0042468,-545328129.4377483,-482213261.6762015,-847415721.3611332,-840032684.9213115,-728953297.2973452,-692989536.5023869,-822183313.3373275
-779743607.1853513,-711109099.7655467,-553214662.653319,-525198037.6689632,-515238287.75250727,-541402510.0195701,-526261606.79091865,-517756387.09823775,-563640986.9748245,-684361136.9049183,-624213254.546984,-589244822.4923571,-538432646.2707316,-740152254.939179,-683209009.7023056,-635512765.5969816,-759739076.402731,-707312651.165685,-707526742.789132,-1035813017.821882,-686259732.9539694,-536230167.7134851,-751964891.1190047,-540823514.3062348,-481375450.06281334,-842863866.087444,-834316965.47254,-729914439.7154098,-689594618.1525619,-815507896.2647395
-773351588.0543926,-703960552.4566218,-549875978.0912896,-522162295.8418286,-513665476.06477726,-538208469.1207421,-522679312.1974298,-514570555.5302554,-560120171.2274766,-680912540.1127998,-618938246.9008373,-585337908.3557259,-533673556.0296894,-736380154.890535,-679142088.0057772,-630337486.154475,-753844963.1724088,-702154860.6943648,-701858655.4910228,-1025883264.5872712,-680820611.0999764,-534785482.5989709,-745583916.9308137,-536274166.40274334,-480472000.98637134,-838220494.9421898,-828524104.4459946,-730758488.0239034,-686126461.7806985,-808767224.448996
-766897302.0589535,-696766140.5141084,-546483640.824089,-519074307.8277934,-512029726.0909087,-534961926.05320376,-519048974.80665785,-511335503.9058151,-556545900.1350744,-677387903.526485,-613613252.4436091,-581375993.8678638,-528874273.0332829,-732531355.8938807,-675005734.5888599,-625108607.1906946,-747887616.8082805,-696934865.9317828,-696132742.9783597,-1015881308.6909509,-675324214.8927181,-533272604.8260451,-739144111.8579993,-531681843.66837174,-479504300.98762375,-833487908.8473203,-822656421.3708363,-731487174.737357,-682586882.5853777,-801963650.877992
-760380604.9894539,-689525867.9334601,-543037187.0005589,-515933428.1986148,-510330394.9414543,-531662309.0699258,-515370151.2723843,-508050813.64607805,-552917843.8419366,-673786862.3135501,-608237951.0294718,-577358694.1385648,-524034542.9877199,-728605478.8074484,-670799732.5181174,-619825799.9320283,-741866875.2485315,-691652471.9569839,-690348654.3758322,-1005807345.1673937,-669769979.1884216,-531690602.48184013,-732645265.7840172,-527046063.0583047,-478471521.3457069,-828665946.9386743,-816713778.2063602,-732099439.9314998,-678975464.0067792,-795096689.5795716
-753801012.1117439,-682239332.8403912,-539535752.8023708,-512738701.3507408,-508566542.0522174,-528308746.4245443,-511642136.324521,-504715796.9724092,-549235411.7362353,-670108814.7082018,-602811733.5910506,-573285342.2045416,-519153907.2300454,-724601827.4621668,-666523465.3443532,-614488432.4399745,-735782232.306339,-686307191.7430022,-684505745.3810141,-995661366.1802051,-664157149.8365723,-530038290.2784731,-726086891.0592327,-522366092.74921227,-477372597.98496956,-823754157.9322348,-810695745.6278785,-732594005.8240079,-675291583.8946555,-788165646.0913646
-747147805.2447425,-674896659.1581409,-535971708.23082507,-509482968.86081296,-506731204.73434913,-524893814.34425545,-507857715.28386027,-501323350.27231157,-545490912.1496379,-666344545.6071692,-597326065.0878795,-569147911.852174,-514225022.5471704,-720510155.701443,-662167509.7937201,-609087850.8001976,-729623230.7398497,-680889330.275032,-678594317.339021,-985429146.4444219,-658476471.4306365,-528308523.64022034,-719458724.6722559,-517634612.5900966,-476201068.01766294,-818741046.4203042,-804590880.8466803,-732961097.4042453,-671525840.6419137,-781159459.7650344
-740425105.3291392,-667501927.8177067,-532348070.6384195,-506169215.7705783,-504826953.18163043,-521420430.4430008,-504019738.6252494,-497876194.54524213,-541687225.5275227,-662497331.3582029,-591784557.2373687,-564949589.247523,-509251006.20341986,-716333679.8179826,-657735175.2104268,-603627739.9731636,-723393802.3739552,-675402501.3317264,-672618241.1452844,-975115957.5512409,-652731925.9141526,-526504188.9322237,-712764899.67868,-512855017.7726975,-474959346.4833943,-813630374.6567129,-798403171.351052,-733203298.38499,-667681372.4923433,-774082680.795608
-733637562.1521058,-660059775.5532606,-528668148.135946,-502800541.6101085,-502856513.97349656,-517891699.51891726,-500131276.8699619,-494377278.79751784,-537827538.0402272,-658570903.6177278,-586191135.2707394,-560693830.4828054,-504235200.5660179,-712076165.9734987,-653230320.4887078,-598112056.9435544,-717098407.7687054,-669850812.5240464,-666581737.3365543,-964727861.3605794,-646927627.3532258,-524628142.95676357,-706009969.2089852,-508030783.06531376,-473649869.48395824,-808426549.4428176,-792137211.7304544,-733323447.0695581,-663761702.9666735,-766940122.2256315
-726795739.0098448,-652579697.1353054,-524939395.00202864,-499383859.77833575,-500826966.7708797,-514314814.8339006,-496199338.9510683,-490833545.29899585,-533919547.928923,-654574917.3400453,-580554073.7764264,-556388570.5706823,-499184676.47454876,-707747922.2144222,-648662477.7198596,-592549214.122471,-710747370.2599709,-664243944.6751081,-660494213.3881047,-954278882.6790276,-641072506.4918643,-522687549.8702132,-699204011.1574172,-503168840.23046035,-472279139.0932931,-803141459.743019,-785804519.715853,-733332081.266448,-659776355.2499502,-759742492.4004481
-719899080.6691656,-645061221.8487025,-521160875.0798131,-495918141.3945424,-498737310.35940504,-510688841.7108526,-492223166.6223554,-487244251.08249164,-529962614.91289604,-650508658.428297,-574872662.5270919,-552033063.840621,-494098901.882061,-703348216.5252376,-644030982.1265367,-586938494.3188488,-704340095.1943953,-658581303.6665854,-654354951.3977687,-943768929.2406038,-635165703.4278548,-520681140.7374704,-692346448.5642049,-498268351.4120875,-470846008.3779853,-797774606.6195378,-779404596.1857452,-733227869.7424873,-655724622.9251952,-752488978.3178759
-712949087.9508735,-637505701.9811022,-517333470.69360584,-492404290.336931,-496588393.6965417,-507014693.38745826,-488203662.4292341,-483610313.2494253,-525957736.4556348,-646373325.1738327,-569148098.1096746,-547628417.10819,-488978983.6649659,-698878255.1636789,-639336995.206949,-581281177.5075516,-697878003.8526242,-652864188.2416078,-648165320.4370462,-933200194.5680671,-629208651.5306875,-518609871.19605994,-685438788.6052874,-493330440.92561,-469351290.31791866,-792327578.3741188,-772939023.8414096,-733011923.2342043,-651607765.5629352,-745181254.4668047
-705949316.3051333,-629916433.9075191,-513460002.7694109,-488845139.9333404,-494382912.9022963,-503295125.65303797,-484143423.62546307,-479934274.70859635,-521907579.1225704,-642172181.4710221,-563383529.6561905,-543177564.2371393,-483827586.15477216,-694341178.0372382,-634583621.2926345,-575580482.2439953,-691364531.7321802,-647095840.3738054,-641928703.1420633,-922576962.0421432,-623204882.7733291,-516476803.43338233,-678484581.6222291,-488358086.1015513,-467797648.4328215,-786803972.6878784,-766411389.2643241,-732687634.2987447,-647428866.6890199,-737823276.8653356
-698902627.1504183,-622296176.4815652,-509542763.10004187,-485242876.7350629,-492122940.8985437,-499532268.93268937,-480044503.30471325,-476218116.67331624,-517814273.2737549,-637907799.0936068,-557581468.2984226,-538682799.6919432,-478646770.88632125,-689739470.9634483,-629773431.4692674,-569838938.1925043,-684802440.1129994,-641278863.7225751,-635647739.2916825,-911902604.556772,-617157027.1064826,-514284193.17548877,-671486642.3957291,-483353536.9490894,-466187024.4967975,-781206637.0400958,-759824527.4747322,-732257478.0801162,-643190254.3540583,-730418017.6423539
-691809350.8269298,-614645376.9935174,-505581749.5999736,-481597327.20796514,-489808294.2616381,-495726000.4701247,-475906886.7523792,-472461813.22508574,-513677906.46490234,-633580322.5903887,-551742032.5512495,-534144160.333186,-473436637.54360956,-685073249.493474,-624906696.3287141,-564056666.2280838,-678191999.9656194,-635413476.4162889,-629322555.1920086,-901177777.6335628,-611065009.4709455,-512031650.45435345,-664445225.4438972,-478316708.3200185,-464519044.3416858,-775535903.3001086,-753178757.9943973,-731721032.5634376,-638891932.5139229,-722965496.3662292
-684668762.5019498,-606963423.4500725,-501575913.48599046,-477907344.47174186,-487437864.14623916,-491875275.01071215,-471729700.5259088,-468664502.90897125,-509497713.1839796,-629189016.1893268,-545864368.1404969,-529560778.27418685,-468196535.1327636,-680341653.3697542,-619982635.4281982,-558232788.4564518,-671532423.0448743,-629498928.8302503,-622952279.216085,-890402162.6809671,-604927794.9645928,-509717766.53372514,-657359560.6966146,-473246636.85615534,-462792471.26913476,-769791109.9358244,-746473407.4331454,-731076819.6379598,-634533054.6326692,-715464687.7826407
-677481928.1045327,-599251269.5017029,-497525772.1068231,-474173463.1855642,-485012147.1712823,-487980647.7543617,-467513529.6926204,-464826766.645251,-505274366.29475945,-624734779.5930732,-539949328.6991589,-524933404.71347594,-462927244.70045465,-675545506.568224,-615002033.1041441,-552368159.787863,-664824692.901658,-623536168.9078894,-616537853.4871638,-879577461.272924,-598746375.7395412,-507343085.4122246,-650230723.0151932,-468144063.2460368,-461007768.7872672,-763973408.0744,-739709611.7906084,-730325530.1804999,-630114484.9403435,-707916775.3705909
-670234929.4657577,-591496435.1273172,-493421546.84742796,-470386542.1297677,-482521901.4687043,-484032544.5895306,-463249053.10325307,-460939403.4244099,-500997733.0459499,-620205114.5211253,-533986073.95938295,-520251620.3903208,-457619406.8519782,-670671065.5863141,-609952462.1756234,-546451755.112643,-658055190.972845,-617512489.6012985,-610066790.7186317,-868684998.0256832,-592508874.3774512,-504898237.59803706,-643045449.5800594,-462999821.61211956,-459156367.33080393,-758067223.8461003,-732872128.4632549,-729453305.9000736,-625623549.8041238,-700307443.4550267
-662938693.7405357,-583709372.9212656,-489270971.3340607,-466553938.0830606,-479973895.77599436,-480038432.0558639,-458943601.52791226,-457009514.84205127,-496675486.3384683,-615609115.9272463,-527983613.7074106,-515523597.29470974,-452280780.47014606,-665727872.1858013,-604843166.4990343,-540492737.624632,-651234437.9763606,-611437608.6237832,-603549073.1651896,-857739208.9978294,-586225046.8711967,-502390366.04799414,-635814404.0879608,-457821878.26864225,-457244502.1985331,-752083535.6218952,-725972134.3701785,-728468452.423454,-621069155.9881291,-692648148.029208
-655599230.3765961,-575895475.2963011,-485078352.3758034,-462679620.1317598,-477372258.5987199,-476002437.13351244,-454601183.01692957,-453041080.6970905,-492312051.0048187,-610952367.900017,-521946627.4204565,-510753880.45828545,-446915353.0870929,-660721863.241692,-599679682.3276572,-534495889.13630974,-644368288.0831045,-605317031.0954173,-596990042.822761,-846747958.5686854,-579899904.619047,-499823624.6567045,-628543285.7423836,-452614162.2681485,-455275978.35715324,-746029194.7074134,-719016189.8989588,-727377170.7079918,-616456751.7392324,-684944874.4805642
-648220344.8406396,-568058030.0765797,-480846080.15654916,-458765717.99296963,-474719346.434994,-471926882.6560587,-450224115.01896405,-449036453.4417929,-487910132.2915513,-606238402.8153203,-515877870.06402177,-505945195.4573783,-441525523.2200152,-655656911.3333875,-594465484.7459569,-528464020.3052924,-637460458.7827618,-599154255.3851281,-590392952.1603087,-835716680.3203049,-573536405.0929699,-497200248.97068554,-621235648.2886375,-447378786.6897978,-453252871.3128116,-739908832.5850754,-712008643.63177,-726183470.7013057,-611789862.0228282,-677201300.8746756
-640802820.7412982,-560197729.8725669,-476574425.25177455,-454812504.4705033,-472015413.9698716,-467812074.842764,-445812756.01962113,-444995995.3946173,-483470175.30969244,-601467875.3861334,-509777923.54710585,-501098043.0349794,-436111844.2828469,-650533602.5914094,-589201123.450109,-522397714.15014374,-630511659.3901654,-592949970.5202504,-583758470.394649,-824646781.4861625,-567135230.7455873,-494520508.13989466,-613892271.9939349,-442116195.3559024,-451175380.3126407,-733723338.2437975,-704950352.0420641,-724887783.408938,-607069078.6589061,-669418267.551784
