Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16,Channel_17,Channel_18,Channel_19,Channel_20,Channel_21,Channel_22,Channel_23,Channel_24,Channel_25,Channel_26,Channel_27,Channel_28,Channel_29,Channel_30
13258669891.45238,9849042098.041897,10285923904.701464,9543372524.185802,11242834607.249289,8294677645.813271,7878561939.709317,9182091684.943499,9203958077.456871,13626570804.608448,8698206175.096962,10851000019.470142,7637443811.637887,13283688590.730692,12971541224.63483,11022790139.561281,10099416203.998926,10869987161.357794,10495838820.387829,12712336850.378351,11830828395.486832,11591243714.552113,10452470225.16396,7330946187.688672,10198115521.039383,15727453608.508074,14216246613.93594,17366229905.706303,13558861643.667236,10807448689.05808
13033770656.32427,9636118980.219072,10155544971.811743,9416264040.642448,11140594491.478176,8171810408.853846,7753582697.206624,9054208301.356762,9071538468.603987,13479440883.671558,8540417548.487209,10702774568.759657,7491758798.653152,13107831891.651363,12813333241.782946,10850200291.30862,9907016716.078941,10695412482.239483,10310483740.294645,12425729998.630995,11633428955.964756,11491934572.586628,10260163044.597399,7192995696.464985,10116683654.636948,15530604443.64729,14001894469.097128,17281058769.569057,13396560744.618008,10602636993.796146
12808772665.793497,9423476714.348017,10024679746.439615,9288778351.885033,11037524715.444683,8048723146.564754,7628456324.136528,8926021799.737427,8938811740.194672,13331483943.845823,8382611139.54957,10554162730.188656,7346133175.675573,12931456942.799393,12654479400.908274,10677377924.451496,9714700986.774721,10520684261.598942,10125084022.606064,12139546937.922747,11435921268.967293,11391712587.134577,10067825151.489126,7055071372.230143,10034401327.863903,15333022053.695501,13787173437.618946,17193962070.60612,13233570360.262033,10397897553.59685
12583709476.40826,9211143612.796452,9893350998.565117,9160936528.481867,10933646045.62234,7925434876.392057,7503202011.720285,8797553591.505678,8805798942.589806,13182727849.92263,8224809149.011199,10405188964.430536,7200587473.6162,12754593780.005627,12495007698.9883,10504349166.04371,9522496041.028574,10345828125.989515,9939666344.463541,11853825470.525837,11238334061.196276,11290599025.252302,9875484218.054262,6917192495.516807,9951286431.57251,15134739505.743322,13572117309.840393,17104967703.402557,13069919772.73883,10193258153.211658
12358272198.69695,8998886561.643978,9761321931.750244,9032517781.087217,10828701604.795837,7801752404.367494,7377636266.116362,8668591728.815395,8672286629.972712,13032860878.434326,8066807110.57169,10255602523.568897,7054942266.796268,12576936657.72892,12334620147.83053,10330857326.109936,9330164556.805166,10170590147.404345,9753984839.258982,11568264702.325525,11040390709.745789,11188329618.892193,9682895398.425032,6779186337.915608,9867106468.586632,14935394212.406319,13356396791.06553,17013685807.602465,12905298118.865768,9988463747.635986
12132677790.318405,8786887668.891094,9628740160.317835,8903661412.670626,10722833149.59293,7677802175.696466,7251883596.446004,8539273572.532338,8538413818.204764,12882066754.071898,7908751293.232369,10105563929.967796,6909329883.705287,12398680169.614307,12173500019.580267,10157075334.703438,9137881249.169588,9995142371.897293,9568214032.269857,11283106141.47971,10842282328.52014,11085047976.409319,9490236685.476843,6641178595.604724,9781984642.610807,14735209858.348024,13140232080.673239,16920303204.108097,12739896066.290426,9783699866.330927
11907055709.39207,8575242384.549439,9495706951.747787,8774461030.74672,10616150945.00146,7553665145.776252,7126021217.831166,8409689528.148455,8404270428.997406,12730479418.029524,7750726300.966578,9955179517.465744,6763824965.360111,12219954902.773043,12011774522.639778,9983110586.957317,8945744581.883003,9819590097.147057,9382456155.309967,10998473441.336788,10644123966.16586,10980868444.212963,9297610365.091562,6503240952.461386,9696021286.008913,14534339488.945263,12923762223.6625,16824992371.233156,12573847046.0991,9579071206.775635
11681519104.841019,8364033451.645973,9362311920.513887,8644999348.412096,10508753074.127989,7429412632.58551,7000116999.963127,8279919269.435114,8269935580.182571,12578217390.057285,7592806085.175009,9804542959.222464,6618492583.79579,12040875941.4182,11849556016.945831,9809057286.68374,8753840376.991426,9644025503.380205,9196800549.388195,10714473286.829323,10446016207.209024,10875892958.763247,9105105738.566488,6365436077.822046,9609305892.006504,14332917864.7294,12707109140.940632,16727907917.60112,12407268766.886549,9374668946.622467
11456101781.18422,8153288939.509014,9228578628.654182,8515298166.766978,10400661558.49715,7305064053.466414,6874190408.901822,8149984557.937975,8135430807.569402,12425309538.973568,7435013058.943036,9653679316.877922,6473353287.9800415,11861474128.274021,11686873345.223915,9634942044.837717,8562195683.348728,9468474541.635883,9011274070.915247,10431143040.67554,10247988099.819473,10770144166.46217,8912750645.667307,6227783366.6157255,9521857595.975616,14130979138.69674,12490307194.660038,16629080206.378504,12240191231.939346,9170520987.242846
11230834743.336359,7943034336.266904,9094528225.655064,8385376883.209205,10291896130.350368,7180636515.214784,6748258777.676411,8019905018.198511,8000775515.990094,12271782245.076939,7277367193.021543,9502611282.729944,6328425576.161284,11681777742.023756,11523752838.810265,9460788901.040085,8370834918.161044,9292960671.506031,8825900926.262743,10148517095.806305,10050065901.089325,10663642114.273588,8720570236.447868,6090299852.843917,9433693287.296827,13928554775.257114,12273388021.051119,16528536783.54312,12072641955.994562,8966652261.158802
11005748852.865873,7733294946.367042,8960181816.043766,8255254978.916032,10182476611.100285,7056147190.6764345,6622339454.766243,7889700249.205065,7865989109.866119,12117661862.235525,7119888498.658076,9351361561.678516,6183727990.8858595,11501815003.156708,11360220701.659863,9286621884.063261,8179782442.263783,9117507340.571287,8640705355.65401,9866629788.65283,9852275971.30921,10556407059.848843,8528589666.872737,5953002715.90539,9344830098.686531,13725676226.467207,12056383211.785187,16426305467.081041,11904648459.650148,8763087887.297367
10780876946.8348,7524097906.568609,8825562453.265999,8124953995.820225,10072424801.902409,6931615209.347519,6496451538.423193,7759391510.531291,7731092711.087212,11962976701.532362,6962598987.08526,9199954743.83241,6039280716.466018,11321616064.779467,11196305005.938675,9112467047.249315,7989064644.9412,8942139936.582903,8455713708.106549,9585517550.668669,9654646907.807272,10448461634.39609,8336836202.224701,5815911179.507501,9255287286.889273,13522376999.93634,11839326377.508266,16322416660.49168,11736240138.095009,8559855483.528737
10556252618.549084,7315471152.89499,8690694111.884184,7994496383.479829,9961763387.806843,6807060561.466996,6370614887.774011,7629000743.476613,7596108178.959562,11807755906.128313,6805521498.291237,9048416188.979393,5895104558.416129,11141211855.13989,11032034658.362246,8938351273.6706,7798708760.804073,8766884622.080723,8270953171.834287,9305217464.376375,9457208098.320602,10339829480.440823,8145337934.691061,5679045272.040463,9165084990.879612,13318691399.550434,11622251876.939608,16216901811.162766,11567447016.492537,8356983585.8877535
10331907306.365786,7107440734.3031645,8555599013.0389385,7863902768.693117,9850513336.74471,6682501495.291592,6244847734.970977,7498548240.501332,7461055742.094862,11652026685.688171,6648676976.448522,8896769432.55497,5751218682.43026,10960631334.494415,10867436727.183653,8764299464.554436,7608739962.974679,8591765624.283464,8086448872.870206,9025764179.221827,9259986637.962875,10230532190.176296,7954120830.614351,5542423135.224813,9074241543.120518,13114651642.974922,11405191923.560137,16109790085.868864,11398297071.970104,8154498295.576652
10107775607.51524,6899961645.827109,8420222647.931509,7733122600.999358,9738610908.239552,6557894544.852859,6119110002.002075,7367986154.643189,7325887474.227328,11495714534.33572,6492022494.535563,8744957601.050646,5607586489.550108,10779805191.247124,10702441904.461317,8590255322.00426,7419109726.900756,8416727264.642498,7902149036.430559,8747101355.840141,9062922775.620613,10120503553.845747,7763134443.848442,5406008931.273709,8982697886.121975,12910173632.260101,11188074362.377155,16000978315.161722,11228717576.997221,7952346676.470862
9883787302.985483,6692986780.12224,8284505243.001013,7602100750.828237,9625985371.405132,6433192658.330327,5993358495.021257,7237262362.173015,7190551359.5327635,11338737242.259478,6335512369.812897,8592918757.124916,5464169227.424691,10598657662.59799,10536974043.256313,8416158125.969724,7229766628.109295,8241709642.46574,7717998392.942916,8469170591.160823,8865952517.357937,10009670026.256788,7572325134.108753,5269764746.787069,8890388342.643167,12705165351.303194,10970821052.656336,15890350214.776932,11058628714.259565,7750472806.885746
9659997469.146366,6486580942.069631,8148467282.184674,7470859127.725115,9512637320.206076,6308420844.578725,5867621696.182158,7106400682.938147,7055073539.699384,11181107972.1943,6179188173.105193,8440679531.332001,5321007363.965916,10417218744.622215,10371055066.352856,8242046181.342095,7040763724.353511,8066751964.331461,7534044512.507492,8192062647.788287,8669122828.02215,9898029506.638855,7381745104.56719,5133728529.752681,8797307737.246159,12499655538.193739,10753477663.687935,15777870358.548105,10888051801.145744,7548932595.926014
9436622995.080639,6280884601.7154455,8012297266.332766,7339569947.468193,9398790259.762861,6183722882.5209,5742032748.867398,6975564154.647696,6919615055.345924,11023087161.615505,6023187540.694736,8288433727.655306,5178218948.729494,10235728358.848394,10204924651.228058,8068105997.524986,6852256906.032769,7892035775.420377,7350455863.362878,7915953727.068772,8472628418.064509,9785815716.659353,7191558819.949823,4998014579.647831,8703664104.50155,12293931866.819033,10536288657.316748,15663917350.108267,10717238671.277004,7347892990.866737
9213695124.861017,6075923270.779152,7876017807.759599,7208254279.544337,9284466106.467876,6059117234.722288,5616609961.84668,6844773162.987017,6784196361.858633,10864702766.608387,5867531320.194187,8136205253.016021,5035822944.447864,10054215831.48598,10038610372.771164,7894362617.847561,6664270980.131863,7717585351.056065,7167257504.93567,7640877697.804624,8276496356.605105,9673051323.59788,7001792026.527646,4862641005.337165,8609476807.27135,12088027416.559784,10319286374.825052,15548522501.893639,10546217667.82621,7147380004.995149
8991242075.373804,5871719702.828643,7739648887.693583,7076930544.124845,9169684218.046637,5934619819.786943,5491369320.354649,6714045754.3660345,6648835585.8620205,10705979977.18244,5712237678.554926,7984015429.086423,4893836059.437112,9872707694.333443,9872137109.875542,7720838292.939037,6476827893.280506,7543422236.393652,6984471588.694823,7366865190.332148,8080750613.1386,9559756077.21881,6812467523.35372,4727623306.316496,8514762679.048743,11881972325.979424,10102500145.003302,15431713931.775152,10375014392.738008,6947416356.734943
8769291204.983677,5668295798.713985,7603209748.0119505,6945616543.397492,9054463338.793009,5810245951.446168,5366326254.425784,6583399377.055189,6513550274.96735,10546943291.824354,5557324143.081281,7831884949.738272,4752274485.093665,9691229721.357607,9705528938.586578,7547554569.936277,6289948822.103136,7369567277.464725,6802119562.008404,7093946019.215587,7885414464.341557,9445949128.073996,6623607378.703484,4592976444.028614,8419538079.513347,11675795986.804176,9885958482.8116,15313519130.91147,10203653780.318842,6748024092.077456
8547871640.815179,5465675050.661399,7466721319.8183155,6814331915.798231,8938823947.94127,5686012687.68603,5241497752.913403,6452852971.772623,6378359487.282507,10387618987.7784,5402810025.425925,7679836185.710362,4611155884.371527,9509809379.107517,9538811561.783697,7374534812.1517105,6103656703.822845,7196043039.536134,6620224763.319359,6822151914.830033,7690513214.624321,9331651749.45722,6435235535.6571245,4458717231.263886,8323821263.142235,11469529637.082577,9669691676.349737,15193967910.93142,10032162462.472895,6549227530.875273
8327013895.687333,5263882299.44481,7330205980.247308,6683097767.05816,8822787909.786823,5561938485.790913,5116902040.097459,6322426653.351896,6243283471.507765,10228034695.265423,5248716031.533273,7527892803.773363,4470499014.450178,9328475449.042645,9372012055.558218,7201803817.492037,5917975882.961703,7022873426.779904,6438811987.31227,6551515958.287686,7496073631.5776825,9216886840.00126,6247377368.782599,4324863876.04038,8227631925.11367,11263205923.957884,9453731350.778269,15073091804.197662,9860568303.918818,6351052636.534771
8106747003.293988,5062941135.677741,7193684970.451741,6551933982.60807,8706375899.16109,5438040623.763742,4992556250.804311,6192139416.004823,6108341372.745678,10068216698.08643,5095061596.900429,7376077214.524888,4330321498.197146,9147255337.338184,9205156268.241226,7029385055.38995,5732929329.217684,6850081028.54189,6257904624.91504,6282069497.82394,7302120860.323939,9101675885.329912,6060056796.193972,4191433290.9217644,8130988525.716755,11056856033.18598,9238107617.580078,14950920735.79827,9688897740.512169,6153523663.370734
7887096980.606533,4862872404.4972515,7057176902.961225,6420857788.94346,8589606023.004131,5314333812.740706,4868475186.2768135,6062007913.164128,5973550004.481733,9908188556.529873,4941863483.285613,7224409223.411166,4190638690.2642164,8966173641.36272,9038267323.500622,6857299208.8596325,5548537117.032044,6677685715.4305725,6077523169.985694,6013840659.305048,7108676926.162699,8986037429.597183,5873294786.675199,4058439744.938623,8033906944.264046,10850508195.603302,9022847591.371887,14827481402.566828,9517174470.098343,5956661544.240293
7667936846.070685,4663593027.749215,6920572088.629825,6289768694.931072,8472347590.299659,5190733032.917729,4744580758.146705,5931936757.94039,5838814877.080279,9747798667.686382,4789040201.782383,7072775686.748139,4051381228.4112062,8785091066.862135,8871205353.379404,6685436683.04518,5364707189.475506,6505579767.798718,5897568538.889128,5746726376.875155,6915626638.425058,8869835296.136168,5686994948.5434675,3925815719.506891,7936265672.163412,10643994378.437881,8807808727.83685,14702555346.815384,9345251367.935492,5760367128.963979
7449327183.206982,4465157386.677251,6783908896.200674,6158703472.704693,8354633541.397486,5067272124.693867,4620907288.195421,5801962066.843362,5704173269.240546,9587092289.824894,4636633545.992173,6921218941.394423,3912587492.7950816,8604058572.780241,8704016993.830149,6513844957.792329,5181489845.682601,6333810011.941563,5718090346.194795,5480800414.164953,6723022790.445094,8753102605.577854,5501208732.561324,3793597679.458045,7838092491.651211,10437372348.418394,8593050911.287281,14576180082.052994,9173176433.893074,5564694043.96456
7231345422.381253,4267630403.8081675,6647241392.63375,6027713299.604235,8236515835.484283,4943996975.506518,4497500015.896924,5672133295.801108,5569675622.65472,9426136135.197704,4484696410.997936,6769797109.367094,3774305103.3476114,8423146427.939473,8536768499.4480295,6342586554.131021,4998947578.399283,6162437848.132397,5539151608.653605,5216149127.705515,6530933658.708678,8635892613.194868,5316000527.464022,3661831433.83471,7739433206.883512,10230723131.9695,8378653295.252975,14448425682.564892,9001018144.056091,5369709183.742761
7014104886.436639,4071076732.83738,6510676408.180697,5896894882.242626,8118127711.724225,4820985804.711031,4374430116.724282,5542540746.530377,5435410294.502639,9265082016.376604,4333298521.054998,6618618183.985502,3636592575.9906073,8242489421.326967,8369596593.838363,6171761560.072537,4817157600.134375,5991559645.911292,5360838943.327065,4952851147.258298,6339461148.376132,8518345718.020282,5131453110.023891,3530573954.53174,7640413667.903598,10024210241.619633,8164748455.699904,14319529568.242636,8828920385.208097,5175495409.996652
6797631022.325359,3875516355.298495,6374232660.448691,5766265553.745007,7999487862.640708,4698253229.167579,4251712224.7721534,5413200954.123602,5301394036.088475,9103953914.328465,4182456289.614541,6467701898.062733,3499464750.290661,8062112082.648562,8202524524.693183,6001390504.191088,4636139326.077542,5821195035.304872,5183172491.577539,4690933334.012399,6148626821.923771,8400481158.545037,4947586914.231402,3399839146.6709785,7541050462.437196,9817862191.317823,7951363155.255179,14189520109.312548,8656906993.75887,4982073153.620374
6581947724.986367,3680967775.573946,6237927492.220139,5635841354.05999,7880613748.782456,4575812632.117814,4129359836.199678,5284129290.156639,5167642435.953603,8942774448.33691,4032184838.395505,6317066700.33006,3362935394.706104,7882037517.192133,8035574083.766639,5831492535.388344,4455910728.346561,5651362292.090071,5006171002.517534,4430420994.257644,5958450801.217595,8282316828.217755,4764420973.008713,3269639735.579591,7441359045.164695,9611705998.070599,7738522647.279529,14058424224.218763,8485000521.071945,4789461357.340695
6367080248.91344,3487450712.6571093,6101779540.942075,5505639748.142202,7761524202.871766,4453678757.74844,4007387669.415646,5155342293.109003,5034172246.568123,8781567559.46949,3882500715.8402305,6166732335.66176,3227019448.0011573,7702290138.438167,7868768281.915457,5662088221.389293,4276491191.311643,5482081050.856162,4829854722.768894,4171340955.520523,5768954830.832705,8163872310.45338,4581975818.774503,3139989929.078348,7341356376.436095,9405770060.223606,7526253561.857686,13926270650.764534,8313224873.506426,4597680795.793408
6153055678.316029,3294986631.2992783,5965809262.320893,5375680047.645845,7642239842.577211,4331868127.861157,3885812035.6166897,5026858034.240518,4901001752.658175,8620358921.570646,3733422301.047665,6016720220.984108,3091733300.5284934,7522896091.123734,7702131863.724539,5493199968.460209,4097901964.9710684,5313372708.241925,4654245805.754703,3913721902.047901,5580162609.200362,8045169263.687064,4400273889.334764,3010905742.704094,7241061233.312867,9200084571.516237,7314584314.236261,13793090293.539257,8141605605.518995,4406754422.605709
5939900362.93418,3103596434.471584,5830036636.325466,5245980995.373426,7522780766.843641,4210396746.1836967,3764648741.962659,4898694058.308872,4768148705.28087,8459173555.322138,3584967373.2421894,5867051137.924791,2957092768.911809,7343880835.042638,7535689004.624643,5324849532.620653,3920163634.481635,5145258003.682,4479365725.16627,3657591562.3888087,5392096981.58851,7926228674.287601,4219336935.9259796,2882402580.099612,7140491802.974665,8994678938.974825,7103542526.775494,13658913208.008348,7970167510.883913,4216704317.2577357
5727637742.064384,2913298406.0211205,5694479124.12543,5116558724.298149,7403164601.060506,4089278141.7735214,3643911323.8268304,4770865638.291441,4635628571.617177,8298033820.20534,3437151103.259908,5717743323.421952,2823111464.6187444,7165267114.473951,7369461269.761603,5157055952.517667,3743293984.5069194,4977755021.074218,4305233136.076441,3402974509.4045405,5204777741.197686,7807068638.518926,4039183854.9937744,2754493285.576654,7039663750.5040245,8789579646.8477,6893152904.410792,13523766229.966476,7798932713.610907,4027549296.470906
5516289450.805003,2724109135.747835,5559152586.761231,4987427795.147705,7283407490.610168,3968524360.0451236,3523611955.9705977,4643386664.686689,4503455430.492543,8136960450.53252,3289987130.5609107,5568813490.136492,2689801721.656151,6987076006.31337,7203468537.9222355,4989836636.8612795,3567309097.254289,4810880254.764233,4131865021.069797,3149893498.329069,5018222956.878179,7687705600.896963,3859831845.033015,2627189245.5878663,6938591314.892919,8584811412.068076,6683438387.788164,13387674369.342651,7627921787.043164,3839306361.0555964
5305704915.403486,2535942351.4696383,5423916068.495352,4858460609.423616,7163332252.032859,3848030666.271571,3403656306.2943764,4516136960.931431,4371511585.108048,7975752136.675109,3143382410.032643,5420118349.274445,2557085831.8251514,6809129426.453835,7037529097.035557,4823058583.992353,3392105677.6829123,4644503935.133585,3959146562.048051,2898245107.2855372,4832295636.854256,7567953654.202874,3681171389.937245,2500414841.348909,6837107549.99732,8380157185.307291,6474223097.193406,13250324776.468748,7456942945.91995,3651864608.906048
5096037870.229061,2348917047.802916,5288885633.546805,4729765331.121075,7043061114.801961,3727891746.24409,3284135465.2418303,4389220303.775607,4239901998.9107275,7814559220.176877,2997439588.484959,5271780505.7076025,2425054369.5114574,6631576992.464914,6871787664.866852,4656848905.177352,3217803029.6156454,4478750711.249085,3787201023.402826,2648185004.3797708,4647132303.418205,7447938646.305071,3503326604.745077,2374257375.78302,6735322598.792413,8175793092.028655,6265669779.886655,13111900139.856073,7286146888.545138,3465352147.43063
4887348040.536838,2163064798.522321,5154120335.353104,4601395152.347584,6922669385.828193,3608149835.52017,3165087597.1617923,4262685767.683204,4108674434.357781,7653466352.268007,2852195025.772217,5123858856.926219,2293737359.598677,6454492605.0793915,6706319562.827136,4491261287.942011,3044440645.7379103,4313671694.597992,3616073943.416744,2399750905.5973887,4462786588.620871,7327740243.644724,3326340557.6489844,2248746421.8903384,6633308129.078955,7971809040.023762,6057849696.762685,12972537424.258837,7115612939.7646675,3279811601.1223946
4679682828.692794,1978408313.2648745,5019668714.521587,4473393351.820139,6802220501.808474,3488838549.2396383,3046542881.245943,4136573223.4956613,3977867454.778533,7492544494.935513,2707676475.150198,4976401491.969969,2163157465.001386,6277937226.655242,6541187309.4761305,4326338648.164313,2872048388.9604015,4149307472.87046,3445800705.540054,2152969447.614344,4279300610.6429706,7207425460.6823015,3150246273.973712,2123904013.9294696,6531124589.001465,7768279696.993981,5850820661.731556,12832354677.394981,6945407013.790978,3095274996.9389043
4473062703.969042,1794962811.614726,4885546305.909611,4345774027.308201,6681730781.506012,3369969439.864373,2928512886.26992,4010896043.9942775,3847494577.789738,7331814184.18777,2563896751.5163503,4829424542.695334,2033326123.2384062,6101931338.471674,6376410390.386478,4162097644.100731,2700641163.4895444,3985673727.2172976,3276397325.2271132,1907861439.4506998,4096691403.8840866,7087010898.949431,2975059957.322866,1999740753.9539826,6428786493.268342,7565229241.620727,5644604711.261487,12691377750.486162,6775549309.068749,2911758189.569019
4267508897.428357,1612744180.6580944,4751769382.5827055,4218552129.411481,6561217362.839181,3251554901.9193215,2811009924.0045986,3885668278.491294,3717570023.460809,7171296730.136309,2420869539.17531,4682944905.357722,1904255486.5929499,5926496161.102801,6212008954.593696,3998555753.4895616,2530234715.949064,3822786938.617543,3107880708.9728384,1664448606.9309766,3914977023.9344573,6966514204.926878,2800798724.4156547,1876268194.0496595,6326309327.066959,7362682639.198496,5439224673.99255,12549633603.585932,6606060858.997189,2729278209.3139677
4063044708.910606,1431770257.858135,4618356222.5351515,4091744677.0716105,6440699360.030858,3133609333.868707,2694048092.7312813,3760905699.6372724,3588109751.290846,7011015464.298477,2278610591.944572,4536981381.039448,1775959372.8257782,5751654869.650461,6048005089.666639,3835732512.584971,2360846915.190535,3660665584.536907,2940269918.3480015,1422754840.8876336,3734177786.6849885,6845955365.621185,2627481876.3099613,1753499953.997212,6223710652.984688,7160666903.258538,5234705425.175057,12407151653.19391,6436964628.017843,2547854607.3742514
3859693491.4243774,1252059056.96895,4485325331.50102,3965368857.323871,6320196034.146187,3016147317.24792,2577641625.3154655,3636624196.6785793,3459129822.272146,6850993813.745255,2137135812.2735868,4391552846.273587,1648451644.7779276,5577430689.301989,5884421046.785501,3673647576.903494,2192495728.411545,3499328233.0296874,2773584119.5315785,1182803934.5423098,3554313998.040693,6725354526.866921,2455128819.271305,1631449771.166019,6121008166.102523,6959209049.409105,5031071848.444015,12263961346.028978,6268283562.38682,2367506981.33966
3657475983.5530596,1073626286.50231,4352692974.735592,3839439528.658024,6199724402.455895,2899181226.5432553,2461802726.544605,3512837633.1295624,3330644261.027493,6691252775.48976,1996458759.0774214,4246675883.236713,1521744167.6435535,5403844390.636704,5721276762.058263,3512318170.2552505,2025196612.651055,3338791060.5464525,2607839937.976602,944616816.6800244,3375403189.664323,6604729227.991401,2283756392.2043514,1510129070.842254,6018217277.855377,6758333458.844543,4828346207.1749735,12120089167.293715,6100038184.196333,2188251962.9969163
3456410551.1461034,896485467.0139649,4220473304.0255833,3713969454.825989,6079299462.908344,2782721448.416688,2346541780.475968,3389558032.333254,3202665266.6032186,6531811201.349892,1856590915.8465147,4102365030.7936716,1395847073.5679333,5230914518.663575,5558589978.110943,3351759325.0406303,1858962794.0295599,3179068113.9608216,2443051748.5142727,708211977.5374575,3197460547.0569806,6484094740.317507,2113379180.6356723,1389547294.500748,5915351440.678532,6558062168.74933,4626548429.668072,11975559068.204706,5932246936.568629,2010103688.9074726
3256475718.065666,720631257.6378142,4088639699.0657,3588935044.119273,5958882291.235905,2666749691.757667,2231843800.064294,3266763539.954607,3075172281.1810017,6372627865.848648,1717520488.5217245,3958594140.3498178,1270751567.1863596,5058608315.23028,5396325335.648771,3191949963.373006,1693782295.008354,3020138687.9123263,2279204441.72508,473586530.0065902,3020465248.2888994,6363409534.993456,1943984436.3662152,1269695570.2727299,5812372816.5866995,6358354024.258257,4425649743.876068,11830295012.742035,5764872152.878514,1833049395.7358987
3057653935.431448,546063989.6757427,3957166851.6646886,3464314421.4110837,5838433134.811355,2551249991.6715527,2117696295.2188165,3144433938.468142,2948146682.755713,6213661294.415787,1579239570.2319357,3815338733.009513,1146452443.216167,4886894370.986279,5234448215.19171,3032871977.998088,1529647745.9517956,2861985126.7954226,2116286963.307969,240745201.03879046,2844400255.328008,6242631258.211946,1775563949.5144708,1150568891.2040908,5709242562.119125,6159168728.55468,4225624155.364179,11684215509.48313,5597876672.939938,1657081524.134424
2860028556.156035,372869358.68339634,3826099531.967329,3340151661.1298366,5717979911.373014,2436266517.4250107,2004145473.84011,3022613238.7322865,2821636048.306396,6054956710.988315,1441809781.6125195,3672649697.790569,1023006440.5028305,4715832000.129422,5073010674.88794,2874589082.402959,1366633638.1613796,2704670825.019592,1954370458.635181,9805423.7862806,2669338139.62296,6121786106.232851,1608193840.2810698,1032221848.1902795,5605980953.55551,5960571955.041198,4026548975.323009,11537328303.63,5431312853.274549,1482280279.220745
2663650195.5864887,201039501.85541812,3695518928.9999924,3216516519.40098,5597650729.812463,2321847193.493287,1891229196.520135,2901363161.3855495,2695696708.1438217,5896646908.473124,1305252822.6099946,3530602746.357877,900426287.1731128,4545520070.260119,4912120980.028357,2717156147.023846,1204756968.1257503,2548245804.139116,1793487025.171588,-219254781.01270008,2495326131.6694937,6001012173.649251,1441897375.7767565,914668019.2911493,5502715196.951582,5762690174.483065,3828503295.661162,11389901778.559431,5265296961.413922,1308664403.5068707
2468535885.084519,30586487.227583468,3565438725.252917,3093421252.567174,5477460562.096401,2208001883.3269343,1778957186.2885134,2780695160.305724,2570340272.8664064,5738750440.618264,1169579301.7071106,3389211756.5165195,778721158.9911952,4375976294.466194,4751796367.887907,2560587337.2398667,1044029723.7402451,2392723207.9193244,1633649941.3419101,-446419055.3539377,2322378287.627177,5880324827.469838,1276688036.310353,797916043.9338888,5399458922.996676,5565544718.099159,3631505945.3534474,11241960529.87105,5099846918.070015,1136246786.030747
2274702733.9751587,-138477572.9035054,3435872690.2204304,2970878319.7671914,5357424559.756822,2094740665.7718418,1667339344.9981825,2660620820.072411,2445578503.612512,5581286022.719831,1034800062.4082196,3248490774.650485,657900432.584798,4207218469.464894,4592054104.611833,2404896988.685335,884464057.5307462,2238116348.370245,1474872702.3103454,-671670825.8189403,2150508967.2094746,5759739756.458038,1112579537.8095338,681974884.6177762,5296226080.37767,5369157039.325249,3435575880.6260843,11093529463.952309,4934980850.105464,965040719.2907727
2082169948.3035347,-306138600.90875614,3306836589.244958,2848902268.184226,5237559866.352404,1982075643.3435824,1556387385.0249188,2541153466.1547327,2321424924.5547733,5424274356.284093,900928045.0191629,3108455788.0025735,537975189.8405094,4039266367.5814376,4432913401.278983,2250101535.9014783,726074286.786438,2084440558.266694,1317170988.9194453,-894991269.8066546,1979734864.210968,5639275026.679939,949587834.46024,566855620.851384,5193032711.411392,5173550680.798969,3240734148.159584,10944635988.55832,4770718846.878792,795062095.3071784
1890957526.2438416,-472381665.5983814,3178347076.78103,2727508499.3644385,5117884442.056847,1870019763.8590298,1446113756.7786286,2422307129.9493866,2197893767.804089,5267736871.443804,767977030.502962,2969123518.544321,418957134.51126915,3872140498.4376135,4274394302.5942473,2096218240.4509294,568875575.6796286,1931711944.2564046,1160561313.9636135,-1116360855.2282827,1810073466.708518,5518949623.100268,787729742.0564432,452570148.9051663,5089895659.35442,4978749920.036976,3047002530.217488,10795308366.895994,4607081645.019115,626327719.606502
1701083360.6847193,-637193652.2887205,3050419039.9996843,2606710548.805573,4998414443.891856,1758584207.1182492,1336529286.8685746,2304094222.7165346,2074997643.0694952,5111693065.897012,635958928.9452012,2830508841.2202296,300856355.41816616,3705859384.867487,4116515020.0289526,1943262401.4073553,412881064.48294705,1779944691.3212752,1005058146.2886542,-1335762404.8957362,1641539994.6234512,5398780406.719636,627019999.4250531,339128507.9086996,4986829912.107322,4784776897.694179,2854400677.9095483,10645572411.861843,4444087988.08983,458851978.92259544
1512562605.9591937,-800563935.1037687,2923064932.898467,2486519499.6907225,4879163653.792666,1647777815.6187406,1227642667.5058413,2186525018.381765,1952747029.4106996,4956159955.368152,504883220.55199647,2692624263.4812956,183680912.97996137,3540438978.4089875,3959291268.1421185,1791246761.781941,258101298.64346555,1629150504.5400722,850673332.5462422,-1553181602.5184455,1474146891.0104516,5278781540.049619,467470692.02311593,226538381.21729556,4883848102.316048,4591651046.209345,2662945541.0556803,10495450918.450329,4281754164.466929,292646296.9739703
